Kullanici,Tarih,Puan,Yorum,Marka,Urun,Kaynak_Dosya
A** A**,1727704270571,5,Ben aldım arkadaşlar çok iyi ayrıca hediyeniz içinde teşekürler💗,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
n** a**,1753715852159,5,Arkadaşlar o kadar güzel ki ilk defa bir ürünü bu kadar çok övüyorum diyebilirim çok güzel yapısı kapatıcılığı,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Mihriban B.,1760261002641,5,gerçekten güzel beğendim yogun bir kapatıcı özel günler için harika,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
R** D**,1720241554508,5,alıp almamak konusunda çok kararsizdim ama iyikide almışım aşırı güzel bi ürün,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
E** t**,1716454879108,5,Gerçekten çok güzel bir fondöten aşırı iyi kesinlikle tavsiye ederim ve hediye içinde teşekkür ederim ❤️,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1727963861776,5,çok güzel bir ürün @aymira koçaklı'dan görerek aldım aşırı güzel,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
A** E**,1720797944933,5,Ürünüm elime ulaştı tek kelimeyle bayıldımmm. Nazik hediyeniz içinde ayrıca teşekkür ederim 😌,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
G** Y**,1742572881830,5,Güzel ve kapatıcılığı yüksek hemen denemek istedim ve yolladığınız hediye sayesinde hemen denedim ve bayıldım,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
A** d**,1761844602343,5,çok  güzel  gercekten  iyiki almışım  kaç gün  oldu kullanıyorum  cildim öyle  güzel  görünüyor ki bayıldım,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
D** K**,1717149346016,5,o kadar kaliteli ki çok güzel bir ürün yapısı dokusu hediye içinde teşekkür ederiz,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
M** A**,1762508282194,4,Çok güzel bir ürün çok memnun kaldım sizde alabilirsiniz gönül rahatlığıyla,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
s** ç**,1753780857700,5,kapatıcılığı çok güzel fakat cildim hemen kusuyor sanki hiç nemlendirmemişim gibi gözüküyor keşke övüldüğü kadar olsaydı :(,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
E** K**,1744794641233,5,Aymiradan görüyodum uzun zamandır ama fondöten kullanmadığım için hiç almak aklıma gelmiyordu şimdi sırası geldi nikahım var ve yüzüm bebek gibi görünsün diye aldım geldiği gibi denedim sadece 3-4 pompa fazla bile geldi onu diyebilirim kapatıcılık deseniz zaten mükemmel ve asla yüzümde ağırlık yapmadı yok gibi hissettirdi sanırım ben artık fondöten kullanmaya başlıcam,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1714041602829,5,Aymira sayesinde görüp aldım çok iyi,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Elanur B.,1757682343087,5,dünyanın en güzel fondöteni bayıldım,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
K** N**,1726394139929,5,kaliteli olduğu o kadar belli ki hediye olarak aldım çok beğendi,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1734351124252,5,Ürün gerçekten güzel aymirada gördüm aldım güzel,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
B** A**,1742814686071,5,ilk kullanımda muhteşem sonuç çok memnun kaldım Hediyeniz için de teşekkür ederim.,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** U**,1719139770903,5,Muhteşem bir fondöten kapatacılı çok iyi gönül rahatlığıyla alabilirsiniz,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Dilek B.,1719312896450,5,Çok teşekkür ederim harika hediye içinde çok teşekkür ediyorum,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
G** G** K**,1715262001163,5,koyu ve çok fazla lekem var gerçekten kapattı ve renk tonumu eşitledi,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
E** Ç**,1733829977103,4,açık tenliyim ve Light almama rağmen Bir tık tenime koyu geldi.Aymira hanımın önerisiyle aldım ve dediği kadar güzel ve kapatma özelliği iyi.. öneririm 👍 hediye de bırakmışlar bunun için de çok teşekkür ederim 🙏,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Z** O**,1721386178212,5,Ürünü dün a sipariş verdim bugün elime ulaştı paketleme güzeldi hediye içinde ayrıca teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1722449946667,5,Muhteşem ötesı bukadarını beklemiyordum süper 🤩 👏👏👏👏👏hedıye icinde ayrıca teşekkürler,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
g** g**,1717445202949,5,bayıldım bayıldım bayıldım herkese tavsiye ederim mükemmel bir ürün teşekkür ederim hediyeniz için,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1768521319559,5,valla muhteşem birşey çok beğendim 1 numaralı favorim ve sıtoklamayı düşünüyorum 🙏🥰,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Mehmet A.,1758566213377,5,Ürün çok güzel ve kaliteli bir ürün on numara görselin aynısı geldi hediye için teşkkür ederiz ayrıca,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1751272916790,5,Resmen bayildim tenimle birlesti purutlenme olmadi ve yuzumdr fondoten agirligi yok,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Aleyna E. Ö.,1717115100634,5,Hediye için teşekkür ederim ürün çok güzel kapatıcılığına bayıldım çok saten bir görünüm sağladı yüzümde yokmuş gibi bir his veriyor çok beğendim teşekkür ederim 😌,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
N** Y**,1716047590819,5,bir çok fondöten markasına on basar  yemin ediyorum aşık oldum muhteşem kapattı  sanki yüzümü estetik yaptirmisim gibi fiyatından fazla hakkediyor  helal olsun verdiğim para,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1754681251608,5,gerçekten harika bir ürün almira sayesinde aldım bugün gelir gelmez denedim çok makyaj yapmam ama kendimi o kadar iyi hissettim ki bebek gibi iyiki indirimde üç tane aldım 😍,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
b** t**,1746030243485,5,Paketleme harika ürünü çok beğendim hediye için ayrıca teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** D**,1716454218440,5,Ürünü ilk defa aldım çok beğendim stok yapmalık bir ürün hediye için de ayrıca çok teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
N** A**,1719339443428,5,çokkkk güzel almaya değer bı ürün .yanında gönderdiğiniz hediye için teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
K** D**,1720047932289,5,"Aymiradan görüp aldım iyiki de almışım kapatıcılik hat safada , fiyatı düşerse stok bile yaparım  hediye için de ayrı Teşekkürler ! ARAP MAKYAJ DÜNYASI ..",Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
s** y**,1714160387030,5,ürünü sipariş ederken çok tereddüt etmiştim ama iyiki almışım harikaymış kapatıcılıgı harıka süper ❤❤❤👏👏👏👏,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1717867949876,5,"hediye cok tatliydi , kapaticilikta cok iyiydi fiyat performans ürünü diyebilirim 🤍🤍🤍  bugday tenliyim ama biraz fazla acık kaldı diger rengi de sparis edecegim deneyecegim.",Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
E** ç**,1742330790847,5,çok doğal duruyor bayıldım hediye için teşekkür ederim hediye için teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1722179805761,5,gerçekten aşırı kapatıcı özelliği var harika çok beğendim teşekkürler hediyeniz için ❤,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1721252094112,4,Çok hızlı teslim oldu kapatıcılık gayet güzel hediye için teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1714069998351,5,çok güzel aymiranın tavsiyesiyle aldım bayıldım,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
G** H**,1719745744527,5,Bu kendime aldım ötekini kardeşime bayıldım lekeleri kapattı da ne istim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Ç** Y**,1754202638360,5,Rüveydadan gördüm 1 hafta önce aldım. Aldığımdan beri başka fondöten kullanmıyorum gerçekten çok güzel. Cildinizi güzelce nemlendirip nemli süngerle uygularsanız çok güzel duruyor asla pütür pütür olmuyor. Makyaj süngeri de hediye göndermişler.,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
m** b**,1721156925045,5,harika gerçekten. keşke biraz daha indirime girsede stok yapsam. bayıldımmmm🥰🥰,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1742502764028,5,Ürün gerçekten çok güzel mükemmel .ayrıca hedıyenız ıcınde teşekkür ederim 🥳,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1754752754693,5,Çok güzel gerçekten yanında gönderdiğiniz hediye içinde çok teşekkür ediyorum 😍😍,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** Ö**,1735121507931,5,Gerçekten harika bir ürün alın aldırın hediyeniz için çok teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
e** c**,1719399330354,5,harikaaaaa otesi alin aldirin stok yapin cok kurtarici,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1727770955323,5,muhteşem bir ürün İyi ki de almışım Hediyeniz için teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
H** N** K**,1716932085246,5,tam bir kurtarıcı harika kapatıyor hediye için de teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1758714320771,5,ürün harika çok beğendim tenimi açtı,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
E** Y**,1762251398699,5,Ürünüm geldi çok güzel kalitesine  bayıldım hediye için teşekkür ederim tek kelimeyle mükemmel,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1715801315604,5,hediyesi ile birlikte geldi bayıldım teşekkürler,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
M** Ç**,1742647569684,5,Çok beğendim aşırı iyi kapatıcılık özelliği var paketlemeside çok güzeldi yanında gönderdiğiniz küçük hediye içinde teşekkür ederim 🤩,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
suzan k.,1717502305212,5,Harika söylendiği kadar var,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
A** B**,1752154493865,5,daha öncede kullandım yine aldim harika bir ürün teşekkür ederim hediye icin,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
B** a**,1716444148976,5,çok iyi  fondöten yanındaki hediye için de çok teşekkür ederim ☺️  arap makyaj dünyası kalitesi belli oluyor...,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1727667588124,5,bu ürüne bayıldım 2ci kez sipariş vericem,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1760068076052,5,çok beğendim bu kadar beklemiyordum sürdüm pürüzsüz 👍,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1765102572924,5,çok iy ürün emeğinize sağlık paketlenmesi de çok güzel yanidaki küçük hediyeniz içinde teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
G** G**,1764065111786,5,"bayıldım çok güzel yüzde duruyor bu kadarını bende beklemiyordum küçük hediyeniz içinde teşekkür ederim,🤗🤗",Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
M** B**,1717079118297,5,Ürün güzel ben beğendim yüzüme sürünce fark ediyor yani güzel verdiğim paraya değer hediye için de teşekkürler,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1742407667136,5,Hediye için teşekkürler 😊 Paketleme harika elinize emeğinize sağlık 😊 Hayırlı işler bol kazançlar 😊,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1754489356233,5,cookk güzel bir ürün kesinlikle tavsiye ederim alın kizlarimm.    ilk. başta tedirgin ediyor insani ama mutlaka alınması gereken bir ürün,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** y**,1721976362994,5,Kapaticiigi gayet güzel yüzde asla pütürlu durmuyor kargo hızlı ulaştı teşekkür ederim Arap makyaj dünyası,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1716223175688,5,gerçekten çok güzel yapısına dokusuna bayıldım hiç tereddüt etmeden alabilirsiniz  hediye için teşekkür ederiz:),Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
N** G**,1724669963449,5,Ürün müthiş kıyamıyorum kullanmaya yedek aldım heıyeler ıcınde çok teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
özgül i.,1715493056958,5,çok iyi yoğun  kapatıcı özelliği var   yüzü  baya iyi gösteriyor çok Teşekkür ederim ederim hediye için 🥰,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1757690954523,5,çok güzel bugüne kadar kulandım en güzel fondöten Stok yapılması gerek,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** V**,1718971319182,5,efsane kesinlikle alın hediyeli geliyo,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
D** K**,1717133596490,5,Ürün çok iyi gönül rahatlığıyla alabilirsiniz,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** A**,1717857026312,5,Kapatıcı olmanın hakkını vermiş. Elinize sağlık sağlamca  geldi. Hediyeniz için ayrıca teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** A**,1760359568205,5,severek uzun zamandır kullandığım bir ürün teşekkür ederim firmaya kalitesinden dolayı,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1767164891787,5,Ürün elime ulaştı çok beğendim paketlemesi felen harika yanındaki hediye için teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Nur P.,1720804749419,5,O kadar güzel bir fondöten ki anında cilt tonunu eşitliyor kapaticiligi çok güzel herkese tavsiye ederim alın aldırın benim bundan sonraki kullanacağım tek fondaten hediye için de teşekkür ederim 😊,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
Emine Ç.,1724657128827,5,Ürününüz Tahmin ettiğimden daha iyi çıktı herkese tavsiyede bulunurum ve yanında gönderdiğiniz hediyeler içinde ayrı teşekkür ederim 💫,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1713353905901,5,Hediye için teşekkürler paket gayet güzel ve sağlam geldi,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
f** g**,1714791993421,5,ürünüm elime ulaştı hediyeniz için çok teşekkür ediyorum,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
**** ****,1727372338626,5,Ürün gerçekten çok güzel ayrıca hediyeler içinde çok teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
M** A**,1718962189564,5,çok güzel paketleme yapılmış hediyesi için teşekkürler,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
N** y**,1720452310221,5,altına Kocaeli sayesinde keşfettim çok mükemmel  alin aldırın,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
E** G**,1718359941179,5,Pul pul olmadı yüzüme tam oturdu öok güzel,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
N** S**,1742641795089,5,Çok güzel bayıldım hediye için teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
C** A**,1740480495678,5,çok iyi ve güzeldi hediye için de çok teşekkür ederim 🙏🏻😊🤍,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
S** Ç**,1719223468619,5,paketi çok güzel hazırlanmıştı ve föndeteni çok çok iyi bayıldım hediye için de çok teşekkür ederim,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
H** S**,1720602549973,5,Kiko felan halt etmiş yani gerçekten çok güzel bir fondoten,Arap Makyaj Dünyası,Arap Makyaj Dünyası Fondöten,arap_makyaj_dunyasi_fondoten_yorumlari.csv
